Name,Code,Type,Extent,Data Source,Remarks,Revision Date
CGCS2000 / Gauss-Kruger CM 135E,4512,projected,China - east of 132°E,EPSG,Truncated form of CGCS2000 / […,"October 31, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 25,4513,projected,China - west of 76.5°E,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 26,4514,projected,China - 76.5°E to 79.5°E,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 27,4515,projected,China - 79.5°E to 82.5°E,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 28,4516,projected,China - 82.5°E to 85.5°E,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 29,4517,projected,China - 85.5°E to 88.5°E,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 30,4518,projected,China - 88.5°E to 91.5°E,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 31,4519,projected,China - 91.5°E to 94.5°E,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 32,4520,projected,China - 94.5°E to 97.5°E,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 33,4521,projected,China - 97.5°E to 100.5°E,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 34,4522,projected,China - 100.5°E to 103.5°E,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 35,4523,projected,China - 103.5°E to 106.5°E,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 36,4524,projected,China - 106.5°E to 109.5°E ons…,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 37,4525,projected,China - 109.5°E to 112.5°E ons…,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 38,4526,projected,China - 112.5°E to 115.5°E ons…,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 39,4527,projected,China - 115.5°E to 118.5°E ons…,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 40,4528,projected,China - 118.5°E to 121.5°E ons…,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 41,4529,projected,China - 121.5°E to 124.5°E ons…,EPSG,Also found with truncated fals…,"November 14, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 42,4530,projected,China - 124.5°E to 127.5°E ons…,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 43,4531,projected,China - 127.5°E to 130.5°E,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 44,4532,projected,China - 130.5°E to 133.5°E,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger zone 45,4533,projected,China - east of 133.5°E,EPSG,Also found with truncated fals…,"November 13, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 75E,4534,projected,China - west of 76.5°E,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 78E,4535,projected,China - 76.5°E to 79.5°E,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 81E,4536,projected,China - 79.5°E to 82.5°E,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 84E,4537,projected,China - 82.5°E to 85.5°E,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 87E,4538,projected,China - 85.5°E to 88.5°E,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 90E,4539,projected,China - 88.5°E to 91.5°E,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 93E,4540,projected,China - 91.5°E to 94.5°E,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 96E,4541,projected,China - 94.5°E to 97.5°E,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 99E,4542,projected,China - 97.5°E to 100.5°E,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 102E,4543,projected,China - 100.5°E to 103.5°E,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 105E,4544,projected,China - 103.5°E to 106.5°E,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 108E,4545,projected,China - 106.5°E to 109.5°E ons…,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 111E,4546,projected,China - 109.5°E to 112.5°E ons…,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 114E,4547,projected,China - 112.5°E to 115.5°E ons…,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 117E,4548,projected,China - 115.5°E to 118.5°E ons…,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 120E,4549,projected,China - 118.5°E to 121.5°E ons…,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 123E,4550,projected,China - 121.5°E to 124.5°E ons…,EPSG,Truncated form of CGCS2000 / 3…,"November 4, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 126E,4551,projected,China - 124.5°E to 127.5°E ons…,EPSG,Truncated form of CGCS2000 / 3…,"November 5, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 129E,4552,projected,China - 127.5°E to 130.5°E,EPSG,Truncated form of CGCS2000 / 3…,"November 5, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 132E,4553,projected,China - 130.5°E to 133.5°E,EPSG,Truncated form of CGCS2000 / 3…,"November 5, 2009"
CGCS2000 / 3-degree Gauss-Kruger CM 135E,4554,projected,China - east of 133.5°E,EPSG,Truncated form of CGCS2000 / 3…,"November 5, 2009"
New Beijing,4555,geographic 2D,China - onshore,EPSG,Replaces Beijing 1954 (CRS cod…,"November 15, 2009"
RRAF 1991,4556,geocentric,Caribbean - French Antilles,EPSG,Replaces older local geographi…,"May 9, 2011"
RRAF 1991,4557,geographic 3D,Caribbean - French Antilles,EPSG,Replaces older local 2D system…,"May 9, 2011"
RRAF 1991,4558,geographic 2D,Caribbean - French Antilles,EPSG,Replaces older local systems F…,"May 9, 2011"
RRAF 1991 / UTM zone 20N,4559,projected,Caribbean - French Antilles we…,EPSG,Replaces Sainte Anne / UTM zon…,"May 9, 2011"
New Beijing / Gauss-Kruger zone 13,4568,projected,China - west of 78°E,EPSG,Also found with truncated fals…,"November 9, 2009"
New Beijing / Gauss-Kruger zone 14,4569,projected,China - 78°E to 84°E,EPSG,Also found with truncated fals…,"November 9, 2009"
New Beijing / Gauss-Kruger zone 15,4570,projected,China - 84°E to 90°E,EPSG,Also found with truncated fals…,"November 9, 2009"
New Beijing / Gauss-Kruger zone 16,4571,projected,China - 90°E to 96°E,EPSG,Also found with truncated fals…,"November 9, 2009"
New Beijing / Gauss-Kruger zone 17,4572,projected,China - 96°E to 102°E,EPSG,Also found with truncated fals…,"November 9, 2009"
New Beijing / Gauss-Kruger zone 18,4573,projected,China - 102°E to 108°E onshore,EPSG,Also found with truncated fals…,"November 9, 2009"
New Beijing / Gauss-Kruger zone 19,4574,projected,China - 108°E to 114°E onshore,EPSG,Also found with truncated fals…,"November 9, 2009"
New Beijing / Gauss-Kruger zone 20,4575,projected,China - 114°E to 120°E onshore,EPSG,Also found with truncated fals…,"November 9, 2009"
New Beijing / Gauss-Kruger zone 21,4576,projected,China - 120°E to 126°E onshore,EPSG,Also found with truncated fals…,"November 9, 2009"
New Beijing / Gauss-Kruger zone 22,4577,projected,China - 126°E to 132°E onshore,EPSG,Also found with truncated fals…,"November 9, 2009"
New Beijing / Gauss-Kruger zone 23,4578,projected,China - east of 132°E,EPSG,Also found with truncated fals…,"November 9, 2009"
New Beijing / Gauss-Kruger CM 75E,4579,projected,China - west of 78°E,EPSG,Truncated form of New Beijing…,"November 9, 2009"
New Beijing / Gauss-Kruger CM 81E,4580,projected,China - 78°E to 84°E,EPSG,Truncated form of New Beijing…,"November 9, 2009"
New Beijing / Gauss-Kruger CM 87E,4581,projected,China - 84°E to 90°E,EPSG,Truncated form of New Beijing…,"November 9, 2009"
New Beijing / Gauss-Kruger CM 93E,4582,projected,China - 90°E to 96°E,EPSG,Truncated form of New Beijing…,"November 9, 2009"
New Beijing / Gauss-Kruger CM 99E,4583,projected,China - 96°E to 102°E,EPSG,Truncated form of New Beijing…,"November 9, 2009"
New Beijing / Gauss-Kruger CM 105E,4584,projected,China - 102°E to 108°E onshore,EPSG,Truncated form of New Beijing…,"November 9, 2009"
New Beijing / Gauss-Kruger CM 111E,4585,projected,China - 108°E to 114°E onshore,EPSG,Truncated form of New Beijing…,"November 9, 2009"
New Beijing / Gauss-Kruger CM 117E,4586,projected,China - 114°E to 120°E onshore,EPSG,Truncated form of New Beijing…,"November 9, 2009"
New Beijing / Gauss-Kruger CM 123E,4587,projected,China - 120°E to 126°E onshore,EPSG,Truncated form of New Beijing…,"November 9, 2009"
New Beijing / Gauss-Kruger CM 129E,4588,projected,China - 126°E to 132°E onshore,EPSG,Truncated form of New Beijing…,"November 9, 2009"
New Beijing / Gauss-Kruger CM 135E,4589,projected,China - east of 132°E,EPSG,Truncated form of New Beijing…,"November 9, 2009"
Anguilla 1957,4600,geographic 2D,Anguilla - onshore,EPSG,,"January 6, 2004"
Antigua 1943,4601,geographic 2D,Antigua - onshore,EPSG,,"January 6, 2004"
Dominica 1945,4602,geographic 2D,Dominica - onshore,EPSG,,"January 6, 2004"
Grenada 1953,4603,geographic 2D,Grenada and southern Grenadine…,EPSG,,"January 6, 2004"
Montserrat 1958,4604,geographic 2D,Montserrat - onshore,EPSG,,"January 6, 2004"
St. Kitts 1955,4605,geographic 2D,St Kitts and Nevis - onshore,EPSG,,"January 6, 2004"
St. Lucia 1955,4606,geographic 2D,St Lucia - onshore,EPSG,,"January 6, 2004"
St. Vincent 1945,4607,geographic 2D,St Vincent and the Grenadines…,EPSG,,"January 6, 2004"
NAD27(76),4608,geographic 2D,Canada - Ontario,EPSG,Note: this CRS includes longit…,"September 17, 2019"
NAD27(CGQ77),4609,geographic 2D,Canada - Quebec,EPSG,Note: this CRS includes longit…,"September 17, 2019"
Xian 1980,4610,geographic 2D,China - onshore,EPSG,Replaces Beijing 1954 (CRS cod…,"November 24, 2009"
Hong Kong 1980,4611,geographic 2D,Hong Kong,EPSG,Replaces Hong Kong 1963 and Ho…,"February 6, 2006"
JGD2000,4612,geographic 2D,Japan,EPSG,Replaces Tokyo (CRS code 4301)…,"July 17, 2019"
Segara,4613,geographic 2D,Indonesia - Kalimantan E,EPSG,,"January 6, 2004"
QND95,4614,geographic 2D,Qatar - onshore,EPSG,,"January 6, 2004"
Porto Santo,4615,geographic 2D,Portugal - Madeira archipelago…,EPSG,Replaced by 1995 system (CRS c…,"January 6, 2004"
Selvagem Grande,4616,geographic 2D,Portugal - Selvagens onshore,EPSG,,"January 6, 2004"
NAD83(CSRS),4617,geographic 2D,Canada,EPSG,Includes all versions of NAD83…,"July 24, 2020"
SAD69,4618,geographic 2D,South America - SAD69 by count…,EPSG,Uses GRS 1967 ellipsoid with 1…,"July 27, 2011"
SWEREF99,4619,geographic 2D,Sweden,EPSG,,"August 27, 2007"
Point 58,4620,geographic 2D,Africa - 12th parallel N,EPSG,The 12th parallel traverse of…,"April 22, 2015"
Fort Marigot,4621,geographic 2D,Guadeloupe - St Martin and St…,EPSG,Replaced by RRAF 1991 (CRS cod…,"November 24, 2009"
Guadeloupe 1948,4622,geographic 2D,Guadeloupe - Grande-Terre and…,EPSG,Replaced by RRAF 1991 (CRS cod…,"November 24, 2009"
CSG67,4623,geographic 2D,French Guiana - coastal area,EPSG,,"April 24, 2005"
RGFG95,4624,geographic 2D,French Guiana,EPSG,See CRS code 7041 for alternat…,"May 22, 2015"
Martinique 1938,4625,geographic 2D,Martinique - onshore,EPSG,Replaced by RRAF 1991 (CRS cod…,"November 24, 2009"
Reunion 1947,4626,geographic 2D,Reunion - onshore,EPSG,Replaced by RGR92 (code 4627).,"October 14, 2004"
RGR92,4627,geographic 2D,Reunion,EPSG,Replaces Piton des Neiges (cod…,"May 22, 2015"
Tahiti 52,4628,geographic 2D,French Polynesia - Society Isl…,EPSG,Replaced by Tahiti 79 (CRS cod…,"August 12, 2005"
Tahaa 54,4629,geographic 2D,French Polynesia - Society Isl…,EPSG,"Replaced by RGPF, CRS code 468…","August 12, 2005"
IGN72 Nuku Hiva,4630,geographic 2D,French Polynesia - Marquesas I…,EPSG,"Replaced by RGPF, CRS code 468…","August 12, 2005"
Combani 1950,4632,geographic 2D,Mayotte - onshore,EPSG,Replaced by Cadastre 1997 (CRS…,"October 29, 2009"
IGN56 Lifou,4633,geographic 2D,New Caledonia - Lifou,EPSG,Replaced by RGNC91-93 (CRS cod…,"July 21, 2006"
Petrels 1972,4636,geographic 2D,Antarctica - Adelie Land - Pet…,EPSG,Replaced by RGTAAF07 (CRS code…,"May 22, 2015"
Perroud 1950,4637,geographic 2D,Antarctica - Adelie Land coast…,EPSG,Replaced by RGTAAF07 (CRS code…,"May 22, 2015"
Saint Pierre et Miquelon 1950,4638,geographic 2D,St Pierre and Miquelon - onsho…,EPSG,Replaced by RGSPM06 (CRS code…,"January 25, 2011"
MOP78,4639,geographic 2D,Wallis and Futuna - Wallis,EPSG,Replaced by RGWF96 (CRS code 8…,"March 22, 2019"
IGN53 Mare,4641,geographic 2D,New Caledonia - Mare,EPSG,Replaced by RGNC91-93 (CRS cod…,"July 21, 2006"
ST84 Ile des Pins,4642,geographic 2D,New Caledonia - Ile des Pins,EPSG,Replaced by RGNC91-93 (CRS cod…,"July 21, 2006"
ST71 Belep,4643,geographic 2D,New Caledonia - Belep,EPSG,Replaced by RGNC91-93 (CRS cod…,"July 21, 2006"
NEA74 Noumea,4644,geographic 2D,New Caledonia - Grande Terre -…,EPSG,Replaced by RGNC91-93 (CRS cod…,"July 21, 2006"
Grand Comoros,4646,geographic 2D,Comoros - Njazidja (Grande Com…,EPSG,,"June 30, 2011"
ETRS89 / UTM zone 32N (zE-N),4647,projected,Germany - 6°E to 12°E,EPSG,Variant used in Germany of ETR…,"January 4, 2024"
New Beijing / 3-degree Gauss-Kruger zone 25,4652,projected,China - west of 76.5°E,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 26,4653,projected,China - 76.5°E to 79.5°E,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 27,4654,projected,China - 79.5°E to 82.5°E,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 28,4655,projected,China - 82.5°E to 85.5°E,EPSG,Also found with truncated fals…,"November 14, 2009"
New Beijing / 3-degree Gauss-Kruger zone 29,4656,projected,China - 85.5°E to 88.5°E,EPSG,Also found with truncated fals…,"November 14, 2009"
Reykjavik 1900,4657,geographic 2D,Iceland - mainland,EPSG,See ellipsoid remarks.,"January 6, 2004"
Hjorsey 1955,4658,geographic 2D,Iceland - mainland,EPSG,,"January 6, 2004"
ISN93,4659,geographic 2D,Iceland,EPSG,Replaced by ISN2004 (CRS code…,"November 12, 2010"
Helle 1954,4660,geographic 2D,Jan Mayen - onshore,EPSG,,"January 6, 2004"
LKS-92,4661,geographic 2D,Latvia,EPSG,Replaced by LKS-2020 (CRS code…,"March 1, 2023"
IGN72 Grande Terre,4662,geographic 2D,New Caledonia - Grande Terre,EPSG,Replaced by RGNC91-93 (CRS cod…,"July 21, 2006"
Porto Santo 1995,4663,geographic 2D,Portugal - Madeira archipelago…,EPSG,Replaces 1936 system (CRS code…,"March 31, 2010"
Azores Oriental 1995,4664,geographic 2D,Portugal - Azores E - onshore,EPSG,Replaces 1948 system (CRS code…,"March 31, 2010"
Azores Central 1995,4665,geographic 2D,Portugal - Azores C - onshore,EPSG,Replaces 1948 system (CRS code…,"March 31, 2010"
Lisbon 1890,4666,geographic 2D,Portugal - mainland - onshore,EPSG,Replaced by Lisbon 1937 system…,"January 6, 2004"
IKBD-92,4667,geographic 2D,Asia - Middle East - Iraq-Kuwa…,EPSG,,"September 23, 2021"
ED79,4668,geographic 2D,Europe - west,EPSG,,"May 27, 2005"
LKS94,4669,geographic 2D,Lithuania,EPSG,,"August 27, 2007"
IGM95,4670,geographic 2D,Italy - including San Marino a…,EPSG,Replaced by RDN2008 (CRS code…,"May 13, 2021"
Voirol 1879,4671,geographic 2D,Algeria - north of 32°N,EPSG,The appropriate usage of CRSs…,"January 6, 2004"
Chatham Islands 1971,4672,geographic 2D,New Zealand - Chatham Islands…,EPSG,Replaced by CI1979.,"June 20, 2011"
Chatham Islands 1979,4673,geographic 2D,New Zealand - Chatham Islands…,EPSG,Replaces CI1971. Replaced by N…,"April 4, 2008"
SIRGAS 2000,4674,geographic 2D,Latin America - SIRGAS 2000 by…,EPSG,Replaces SIRGAS 1995 system (C…,"July 17, 2019"
Guam 1963,4675,geographic 2D,Pacific - Guam and NMI - onsho…,EPSG,Replaced by NAD83(HARN) alias…,"August 29, 2018"
Vientiane 1982,4676,geographic 2D,Laos,EPSG,Replaced by Lao 1993 and then…,"April 27, 2004"
Lao 1993,4677,geographic 2D,Laos,EPSG,Replaces Vientiane 1982. Repla…,"August 27, 2007"
Lao 1997,4678,geographic 2D,Laos,EPSG,Replaces Lao 1993 which in tur…,"August 27, 2007"
Jouik 1961,4679,geographic 2D,Mauritania - north coast,EPSG,Replaced by Mauritania 1999 (C…,"June 12, 2006"
Nouakchott 1965,4680,geographic 2D,Mauritania - central coast,EPSG,Replaced by Mauritania 1999 (C…,"June 12, 2006"
Gulshan 303,4682,geographic 2D,Bangladesh,EPSG,,"June 22, 2006"
PRS92,4683,geographic 2D,Philippines,EPSG,Replaces Luzon 19111 (CRS code…,"August 27, 2007"
Gan 1970,4684,geographic 2D,Maldives - onshore,EPSG,In some references incorrectly…,"April 14, 2005"
MAGNA-SIRGAS,4686,geographic 2D,Colombia,EPSG,Replaces Bogota 1975 (CRS code…,"February 2, 2023"
RGPF,4687,geographic 2D,French Polynesia,EPSG,Replaces Tahaa 54 (CRS code 46…,"August 27, 2007"
Fatu Iva 72,4688,geographic 2D,French Polynesia - Marquesas I…,EPSG,Recomputed by IGN in 1972 usin…,"August 12, 2005"
IGN63 Hiva Oa,4689,geographic 2D,French Polynesia - Marquesas I…,EPSG,"Replaced by RGPF, CRS code 468…","August 12, 2005"
Tahiti 79,4690,geographic 2D,French Polynesia - Society Isl…,EPSG,Replaces Tahiti 52 (CRS code 4…,"August 12, 2005"
Moorea 87,4691,geographic 2D,French Polynesia - Society Isl…,EPSG,Replaces Tahiti 52 (CRS code 4…,"August 12, 2005"
Maupiti 83,4692,geographic 2D,French Polynesia - Society Isl…,EPSG,"Replaced by RGPF, CRS code 468…","August 12, 2005"
Nakhl-e Ghanem,4693,geographic 2D,Iran - Kangan district,EPSG,,"August 17, 2005"
POSGAR 94,4694,geographic 2D,Argentina,EPSG,Legally adopted in May 1997. R…,"December 12, 2022"
Katanga 1955,4695,geographic 2D,Congo DR (Zaire) - Katanga,EPSG,,"September 30, 2005"
Kasai 1953,4696,geographic 2D,Congo DR (Zaire) - Kasai - SE,EPSG,,"September 30, 2005"
IGC 1962 6th Parallel South,4697,geographic 2D,Congo DR (Zaire) - 6th paralle…,EPSG,,"September 30, 2005"
IGN 1962 Kerguelen,4698,geographic 2D,French Southern Territories -…,EPSG,Replaced by RGTAAF07 (CRS code…,"May 22, 2015"
Le Pouce 1934,4699,geographic 2D,Mauritius - mainland,EPSG,Densified with a GPS-derived c…,"January 16, 2006"
IGN Astro 1960,4700,geographic 2D,Mauritania - onshore,EPSG,Mining title descriptions refe…,"January 5, 2012"
IGCB 1955,4701,geographic 2D,Congo DR (Zaire) - Bas Congo,EPSG,Replaced by IGC 1962 Arc of th…,"November 28, 2005"
Mauritania 1999,4702,geographic 2D,Mauritania,EPSG,Replaces all earlier CRSs.,"August 27, 2007"
Mhast 1951,4703,geographic 2D,Angola - Cabinda,EPSG,A variation of this system has…,"January 3, 2006"
Mhast (onshore),4704,geographic 2D,Africa - Angola (Cabinda) and…,EPSG,Adopted by CABGOC with intenti…,"January 6, 2006"
Mhast (offshore),4705,geographic 2D,Africa - Angola (Cabinda) and…,EPSG,Used by CABGOC. Differs from M…,"January 6, 2006"
Egypt Gulf of Suez S-650 TL,4706,geographic 2D,Egypt - Gulf of Suez,EPSG,Differs from Egypt 1907 (CRS c…,"January 31, 2006"
Tern Island 1961,4707,geographic 2D,USA - Hawaii - Tern Island and…,EPSG,,"January 26, 2006"
Cocos Islands 1965,4708,geographic 2D,Cocos (Keeling) Islands - onsh…,EPSG,,"January 26, 2006"
Iwo Jima 1945,4709,geographic 2D,Japan - Iwo Jima,EPSG,,"January 26, 2006"
Astro DOS 71,4710,geographic 2D,St Helena - St Helena Island,EPSG,Used between 1972 and 2015. Re…,"December 15, 2016"
Marcus Island 1952,4711,geographic 2D,Japan - Minamitori-shima (Marc…,EPSG,,"March 25, 2012"
Ascension Island 1958,4712,geographic 2D,St Helena - Ascension Island,EPSG,,"January 26, 2006"
Ayabelle Lighthouse,4713,geographic 2D,Djibouti,EPSG,,"January 26, 2006"
Bellevue,4714,geographic 2D,Vanuatu - southern islands,EPSG,,"July 29, 2006"
Camp Area Astro,4715,geographic 2D,Antarctica - Camp McMurdo area,EPSG,Replaced by RSRGD2000 (CRS cod…,"April 4, 2008"
Phoenix Islands 1966,4716,geographic 2D,Kiribati - Phoenix Islands,EPSG,,"January 26, 2006"
Cape Canaveral,4717,geographic 2D,North America - Bahamas and US…,EPSG,,"January 26, 2006"
Solomon 1968,4718,geographic 2D,Solomon Islands - onshore main…,EPSG,,"January 26, 2006"
Easter Island 1967,4719,geographic 2D,Chile - Easter Island onshore,EPSG,,"January 26, 2006"
Fiji 1986,4720,geographic 2D,Fiji - onshore,EPSG,Replaces Viti Levu 1912 (CRS c…,"July 14, 2006"
Fiji 1956,4721,geographic 2D,Fiji - main islands,EPSG,For topographic mapping replac…,"July 14, 2006"
South Georgia 1968,4722,geographic 2D,South Georgia - onshore,EPSG,,"February 13, 2012"
GCGD59,4723,geographic 2D,Cayman Islands - Grand Cayman,EPSG,Superseded by CIGD11 (CRS code…,"January 17, 2013"
Diego Garcia 1969,4724,geographic 2D,British Indian Ocean Territory…,EPSG,,"January 26, 2006"
Johnston Island 1961,4725,geographic 2D,Johnston Island,EPSG,,"January 26, 2006"
SIGD61,4726,geographic 2D,Cayman Islands - Little Cayman…,EPSG,Superseded by CIGD11 (CRS code…,"January 17, 2013"
Midway 1961,4727,geographic 2D,Midway Islands - Sand and East…,EPSG,,"January 26, 2006"
PN84,4728,geographic 2D,Spain - Canary Islands western,EPSG,Replaces PN68 (CRS code 9403)…,"April 20, 2021"
Pitcairn 1967,4729,geographic 2D,Pitcairn - Pitcairn Island,EPSG,Replced by Pitcairn 2006 (CRS…,"January 28, 2008"
Santo 1965,4730,geographic 2D,Vanuatu - northern islands,EPSG,,"July 29, 2006"
Marshall Islands 1960,4732,geographic 2D,"Pacific - Marshall Islands, Wa…",EPSG,,"January 26, 2006"
Wake Island 1952,4733,geographic 2D,Wake - onshore,EPSG,,"January 26, 2006"
Tristan 1968,4734,geographic 2D,St Helena - Tristan da Cunha,EPSG,,"January 26, 2006"
Kusaie 1951,4735,geographic 2D,Micronesia - Kosrae (Kusaie),EPSG,,"January 26, 2006"
Deception Island,4736,geographic 2D,Antarctica - Deception Island,EPSG,,"January 26, 2006"
KGD2002,4737,geographic 2D,South Korea,EPSG,,"November 22, 2023"
Hong Kong 1963,4738,geographic 2D,Hong Kong,EPSG,Replaced by Hong Kong 1963(67)…,"February 3, 2006"
Hong Kong 1963(67),4739,geographic 2D,Hong Kong,EPSG,"For military purposes only, re…","February 3, 2006"
PZ-90,4740,geographic 2D,World,EPSG,Used by the Glonass satellite…,"December 15, 2016"
FD54,4741,geographic 2D,Faroe Islands - onshore,EPSG,"Except for cadastral survey, r…","March 16, 2006"
GDM2000,4742,geographic 2D,Malaysia,EPSG,Replaces all earlier Malaysian…,"August 27, 2007"
Karbala 1979,4743,geographic 2D,Iraq - onshore,EPSG,Geodetic network established b…,"February 12, 2015"
Nahrwan 1934,4744,geographic 2D,Asia - Middle East - Iraq and…,EPSG,"In Iran, replaced by FD58. In…","February 12, 2015"
RD/83,4745,geographic 2D,Germany - Saxony,EPSG,Consistent with DHDN (CRS code…,"December 29, 2006"
PD/83,4746,geographic 2D,Germany - Thuringen,EPSG,Consistent with DHDN (CRS code…,"December 29, 2006"
GR96,4747,geographic 2D,Greenland,EPSG,Replaces all earlier Greenland…,"August 27, 2007"
Vanua Levu 1915,4748,geographic 2D,Fiji - Vanua Levu and Taveuni,EPSG,"For topographic mapping, repla…","July 14, 2006"
RGNC91-93,4749,geographic 2D,New Caledonia,EPSG,Replaces older systems IGN56 L…,"March 31, 2023"
ST87 Ouvea,4750,geographic 2D,New Caledonia - Ouvea,EPSG,Replaced by RGNC91-93 (CRS cod…,"July 21, 2006"
Kertau (RSO),4751,geographic 2D,Asia - Malaysia (west) and Sin…,EPSG,Used only for metrication of R…,"July 24, 2006"
Viti Levu 1912,4752,geographic 2D,Fiji - Viti Levu,EPSG,"For topographic mapping, repla…","July 30, 2006"
fk89,4753,geographic 2D,Faroe Islands - onshore,EPSG,Replaces FD54 (CRS code 4741).…,"August 4, 2006"
LGD2006,4754,geographic 2D,Libya,EPSG,Replaces ELD79.,"August 27, 2007"
DGN95,4755,geographic 2D,Indonesia,EPSG,Replaces ID74.,"August 27, 2007"
VN-2000,4756,geographic 2D,Vietnam - onshore,EPSG,Replaces Hanoi 1972 (CRS code…,"January 25, 2011"
SVY21,4757,geographic 2D,Singapore,EPSG,,"January 14, 2019"
JAD2001,4758,geographic 2D,Jamaica,EPSG,Replaces JAD69 (CRS code 4242)…,"August 27, 2007"
NAD83(NSRS2007),4759,geographic 2D,USA - CONUS and Alaska; PRVI,EPSG,Note: this CRS includes POSITI…,"September 17, 2019"
WGS 66,4760,geographic 2D,World,EPSG,Replaced by WGS 72.,"August 27, 2007"
HTRS96,4761,geographic 2D,Croatia,EPSG,,"September 29, 2007"
BDA2000,4762,geographic 2D,Bermuda,EPSG,Replaces Bermuda 1957 (CRS cod…,"December 12, 2007"
Pitcairn 2006,4763,geographic 2D,Pitcairn - Pitcairn Island,EPSG,Replaces Pitcairn 1967 (CRS co…,"January 28, 2008"
RSRGD2000,4764,geographic 2D,Antarctica - Ross Sea Region,EPSG,Replaces Camp Area Astro (CRS…,"April 4, 2008"
